OBJECTID,PUBLIC_NAME,PARENT_NAME,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,BLD_CLASSIFICATION,BLD_TYPE,HISTORIC,BLD_ACCESS,FLOOR_COUNT,INTERIOR_SQUARE_FOOTAGE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
81,District 4 Health Center,John A Lee Cultural Center, , , ,986,4372 HAVERFORD AVE,19104,4310 HAVERFORD AVE,"4310 HAVERFORD AVE;44th & Haverford",BUILDING,OFFICE, ,CONDITIONAL,0,15095,8,8,3,16,N,Department of Health Building and has property with Fenceline,2390.01171875,241.508423338156
82,Rodin Museum,Rodin Museum,Rodin Museum,Rodin Museum, ,987,2151 BENJAMIN FRANKLIN PKY,19130,N/A,22nd & Benjamin Franklin Parkway,BUILDING,MUSEUM,Y,CONDITIONAL,1,0,7,5,5,9,N,Located on the Benjamin Franklin Parkway.,981.53125,125.931638023677
83,River Field Clubhouse,River Field, , , ,1430,430 N 24TH ST,19130,302 N 24TH ST,302 N 24TH ST,BUILDING,ATHLETIC,N,CONDITIONAL,1,0,7,5,5,9,N,Located on the Benjamin Franklin Parkway,647.55859375,113.517480265665
84,James L Wright Recreation Center,James L Wright Playground,James L. Wright Recreation Center,Wright Rec Center,Mantua Recreation Center,988,3340 HAVERFORD AVE,19104,"3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST","3320-50 HAVERFORD AVE, 34th & Haverford, 3318-50 HAVERFORD AVE, 3321 BRANDYWINE ST, 3390 HAVERFORD AVE, 3384 HAVERFORD AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,2,15880,7,8,3,16,Y, ,2458.39453125,219.297505251783
85,Northern Liberties Recreation Center,Northern Liberties Recreation Center,Northern Liberties Recreation Center,Northern Liberties Rec Center,District 6 HQ (Recreation),990,315 FAIRMOUNT AVE,19123,"313-27 FAIRMOUNT AVE, 706-12 N 3RD ST","313-27 FAIRMOUNT AVE, 321 FAIRMOUNT AVE;706-12 N 3RD ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,17874,10,2,5,6,Y, ,1748.9375,187.18696750648
86,Von Colln Community Center Building,Von Colln Field, , ,Von Colln Field Support Service Building,1684,2250 PENNSYLVANIA AVE,19130,N/A,"2200-2268 PENNSYLVANIA AVE, 23rd & Pennsylvania",BUILDING,PARK_BUILDING,N,PUBLIC,0,0,7,5,5,9,N,Located along Benjamin Franklin Parkway  ,255.83203125,64.8490927873969
87,Garages,Cobbs Creek Golf Club, , , ,1431,7902 LANSDOWNE AVE,19151,7400 LANSDOWNE AVE,"68th & Haverford;7400 LANSDOWNE AVE",BUILDING,GOLF,N,STAFF_ONLY,1,0,8,8,4,19,N,Located within Cobbs Creek Park. Multiple Garages. GC Renovations started 11/1/20.,397.86328125,89.5469176998667
88,Maintenance Building,Cobbs Creek Golf Club, , , ,1432,7902 LANSDOWNE AVE,19151,7400 LANSDOWNE AVE,"68th & Haverford;7400 LANSDOWNE AVE",BUILDING,GOLF,N,STAFF_ONLY,2,0,8,8,4,19,N,Located within Cobbs Creek Park. Maintenance shed and offices. GC Renovations started 11/1/20.,610.8828125,110.324423462672
89,Cart Barn,Cobbs Creek Golf Club, , , ,1433,7900 LANSDOWNE AVE,19151,7400 LANSDOWNE AVE,"68th & Haverford;7400 LANSDOWNE AVE",BUILDING,GOLF,N,STAFF_ONLY,1,0,8,8,4,19,N,Located within Cobbs Creek Park. Cart Barn. GC Renovations started 11/1/20.,852.00390625,121.354729263443
90,Mill Creek Playground and Recreation Center,Mill Creek Playground and Recreation Center,Mill Creek Playground and Recreation Center,Mill Creek Rec Center, ,992,4728 BROWN ST,19139,743-81 N 48TH ST,"743-81 N 48TH ST;47th & Aspen;4701 ASPEN ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,2263,8,8,3,16,Y, ,554.26953125,101.280596143389
91,Norman (Butch) Ellis Recreation Center,Norman (Butch) Ellis Playground,Norman (Butch) Ellis Recreation Center,Ellis Rec Center,"39th and Olive Playground, Ellis Playground",298,714 N 39TH ST,19104,714 N 39TH ST,"700-14 N 39TH ST, 724 N 39TH ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,494,7,8,3,16,Y, ,120.9296875,45.7379685589049
92,Cobbs Creek Golf Club Pro Shop,Cobbs Creek Golf Club, , , ,1434,7900 LANSDOWNE AVE,19151,7400 LANSDOWNE AVE,"68th & Haverford;7400 LANSDOWNE AVE",BUILDING,GOLF,N,PUBLIC,1,0,8,8,4,19,N,Located within Cobbs Creek Park. Pro Shop and Grill. GC Renovations started 11/1/20.,283.8671875,74.0685991931714
93,West Mill Creek Recreation Center,West Mill Creek,West Mill Creek Recreation Center,West Mill Creek Rec Center, ,994,5100 WESTMINSTER AVE,19139,"525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST","51st & Reno;525-53 N 52ND ST,5127-41&5100 WESTMINSTER AVE,868-76 N 51ST ST,5101-07&5100 PARRISH ST,5100-10&5072 OGDEN ST,5101&5046-64 RENO ST,5041-69 FUNSTON ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,2344,8,8,3,16,Y, ,425.8984375,85.8108307149512
94,Water Works Engine House,Fairmount Water Works Historic Area, , ,Waterworks Restaurant,1435,690 WATERWORKS DR,19130,2500 SPRING GARDEN ST,"620 WATER WORKS;640 WATER WORKS;670 WATER WORKS DR;620-690 AQUARIUM DR;2500 SPRING GARDEN ST",BUILDING,CONCESSIONS,Y,CONDITIONAL,4,12500,7,5,5,9,N,Located in East Fairmount Park,1075.83203125,142.12750832197
95,Pool Building,Haddington-Marshall L Shepard Sr Recreation Center, , , ,1437,5700 HAVERFORD AVE,19131,5700 HAVERFORD AVE,57th & Haverford,BUILDING,OPERATIONS,N,STAFF_ONLY,0,7077,8,8,4,19,N, ,1094.77734375,132.351412104114
96,Roberto Clemente Recreation Center,Roberto Clemente Playground,Roberto Clemente Recreation Center,Clemente Rec Center, ,148,1800 WALLACE ST,19130,1800 WALLACE ST,18th & Wallace,BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1201,7,6,5,9,Y, ,534.66796875,92.4917054239809
97,Nicholas A Pucciarelli Bocce Pavilion,Cobbs Creek Park,Nicholas A. Pucciarelli Bocce Pavilion,Bocce Pavilion,Daggett and Vine Bocce Court Pavilion,995,6600 VINE ST,19151,6301 MARKET ST,"6511 Vine St;6301 MARKET ST",BUILDING,PARK_BUILDING,N,PUBLIC,1,0,8,8,4,19,N, ,990.67578125,138.263578726002
98,Philadelphia Museum of Art,Philadelphia Museum of Art,The Philadelphia Museum of Art,Museum of Art,Art Museum Complex,1438,2850 ANNE DHARNONCOURT WAY,19130,2500 SPRING GARDEN ST,"26th & Benjamin Franklin Pkwy; 2500 SPRING GARDEN ST;2600 BENJAMIN FRANKLIN PKWY",BUILDING,MUSEUM,Y,CONDITIONAL,4,631000,7,5,5,9,N,Located in East Fairmount Park.,19316.75,1081.75406354254
99,Haddington-Marshall L Shepard Sr Recreation Center,Haddington-Marshall L Shepard Sr Recreation Center,"Haddington-Marshall L. Shepard, Sr. Recreation Center",Shepard Rec Center, ,996,5700 HAVERFORD AVE,19131,5700 HAVERFORD AVE,57th & Haverford,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,17783,8,8,4,19,Y, ,1735.234375,219.350189970376
100,East Poplar Recreation Center,East Poplar Playground,East Poplar Recreation Center,East Poplar Rec Center, ,553,800 N 08TH ST,19123,800 N 8TH ST,"820 N 08TH ST, 9th & Parish",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1484,10,6,5,6,Y, ,384.76953125,84.9102912118454
101,Miles Mack Recreation Center,Miles Mack Playground,Miles Mack Recreation Center,Mack Rec Center,"McAlpine, McAlpin",482,736 N 36TH ST,19104,732-66 N 36TH ST,"732-66 N 36TH ST, 36th & Aspen",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1775,7,8,3,16,Y, ,334.39453125,73.7260992058668
102,PWD Building,West Fairmount Park, , ,Fish Ladder,1439, ,19104, , ,BUILDING,OTHER,N,STAFF_ONLY,0,0,7,5,3,16,N,Schuylkill River Dam (Fish Ladder),9.53515625,12.3546630357281
103,William T Granahan Recreation Center,William T Granahan Playground,William T. Granahan Recreation Center,Granahan Rec Center,Cobbs Creek Park,453,6532 CALLOWHILL ST,19139,338-50 N 65TH ST,"338-50 N 65TH ST, 65th & Callowhill",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1056,8,8,4,19,Y,Part of Cobbs Creek Park,244.60546875,76.0742266426763
104,Lloyd Hall Recreation Center,Lloyd Hall Recreation Center,Lloyd Hall Recreation Center,Lloyd Hall Rec Center,Plaisted Hall,997,800 KELLY DR,19130,N/A,"1 JOHN B KELLY DR, 790 WATER WORKS DR, 1 Boathouse Row",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,0,7,5,5,9,Y,Located in East Fairmount Park,1742.19140625,197.184335465348
105,Francisville Recreation Center,Francisville Recreation Center,Francisville Recreation Center,Francisville Rec Center, ,33,1822 WYLIE ST,19130,1737-39 FRANCIS ST,"1737-39 FRANCIS ST, Francis & Stanley",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,3851,7,6,5,9,Y, ,792.8828125,161.449482761699
106,Fairmount Rowing Association,Boathouse Row,,Fairmount Row Assc, ,1440,830 KELLY DR,19130,2500 SPRING GARDEN ST,"3 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,764.203125,115.355309808529
107,Schuylkill Navy Headquarters,Boathouse Row, ,Schuylkill Navy HQ, ,1441,840 KELLY DR,19130,2500 SPRING GARDEN ST,"4 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,407.22265625,84.0866590012264
108,Crescent Boat Club,Boathouse Row,,Crescent Boat Club, ,1442,844 KELLY DR,19130,2500 SPRING GARDEN ST,"5 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,466.8671875,94.3039013018086
109,Bachelors Barge Club,Boathouse Row, ,Bachelors Barge Club, ,1443,854 KELLY DR,19130,2500 SPRING GARDEN ST,"6 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,681.12109375,112.450118543745
110,University Barge Club,Boathouse Row, ,University Barge Club, ,1444,866 KELLY DR,19130,2500 SPRING GARDEN ST,"8 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,1038.40625,139.587609159115
111,Vesper Boathouse,Boathouse Row, ,Vesper Boathouse,Vesper Malta Boathouse,1445,880 KELLY DR,19130,2500 SPRING GARDEN ST,"10 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park,719.765625,122.639358074
112,Penn Boat Club,Boathouse Row,,Penn Boat Club, ,1446,892 KELLY DR,19130,2500 SPRING GARDEN ST,"11 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park. House under construction 2021.,1400.8828125,154.849699228342
113,Philadelphia Girls Boat Shed 1,Boathouse Row, , , ,1447,908 KELLY DR,19130,2500 SPRING GARDEN ST,"13 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park. ,78.328125,43.8740077907976
114,Penn Athletic Club Rowing Association,Boathouse Row,,Penn Ath Club Row, ,1448,896 KELLY DR,19130,2500 SPRING GARDEN ST,"12 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,2,0,7,5,5,9,N,Located in East Fairmount Park. ,798.359375,122.934712632241
115,Undine Barge Club,Boathouse Row, ,Undine Barge Club, ,1449,900 KELLY DR,19130,2500 SPRING GARDEN ST,"13 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park. ,657.11328125,114.815816826679
116,Philadelphia Girls Rowing Club,Boathouse Row, ,Phila Girls Row Club, ,1450,908 KELLY DR,19130,2500 SPRING GARDEN ST,"13 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,2,0,7,5,5,9,N,Located in East Fairmount Park. ,490.0625,94.5770228750824
117,Sedgeley Boat Club,Boathouse Row, ,Sedgeley Boat Club, ,1451,924 KELLY DR,19130,2500 SPRING GARDEN ST,"15 JOHN B KELLY DR;2500 SPRING GARDEN ST",BUILDING,OTHER,Y,CONDITIONAL,3,0,7,5,5,9,N,Located in East Fairmount Park. ,438.671875,94.7943347399054
118,Kelly Drive Overlook,East Fairmount Park, ,Kelly Dr Overlook, ,2854,800 LEMON HILL DR,19130,2500 SPRING GARDEN ST,2500 SPRING GARDEN ST,STRUCTURE,OTHER,Y,PUBLIC,0,0,7,5,5,9,N,Pavilion overlooking Kelly Dr from N Lemon Hill Dr,59.3125,28.0501904965739
119,Lemon Hill Mansion,East Fairmount Park,Lemon Hill Mansion,Lemon Hill Mansion, ,998,820 LEMON HILL DR,19130,2500 SPRING GARDEN ST,"Sedgeley Dr and Lemon Hill Dr;1 E FAIRMOUNT PARK;1 LEMON HILL DR;2500 SPRING GARDEN ST;801 LEMON HILL DR",BUILDING,MUSEUM,Y,CONDITIONAL,3,9600,7,5,5,9,N,Lemon Hill Mansion Historic House Premises,542.09765625,99.5823370565836
120,Lemon Hill Storage Outbuilding (NW),East Fairmount Park, , , ,1453,820 LEMON HILL DR,19130,2500 SPRING GARDEN ST,"Sedgeley Dr and Lemon Hill Dr;1 E FAIRMOUNT PARK;1 LEMON HILL DR;2500 SPRING GARDEN ST;801 LEMON HILL DR",BUILDING,VACANT,Y,STAFF_ONLY,0,0,7,5,5,9,N,Along path to pavilion. Not a part of the Lemon Hill Mansion Premises.,68.1953125,34.802310253419
121,Lemon Hill Storage Outbuilding (NE),East Fairmount Park, , ,Lemon Hill Restroom Building,1454,820 LEMON HILL DR,19130,2500 SPRING GARDEN ST,"Sedgeley Dr and Lemon Hill Dr;1 E FAIRMOUNT PARK;1 LEMON HILL DR;2500 SPRING GARDEN ST;801 LEMON HILL DR",BUILDING,VACANT,Y,STAFF_ONLY,0,0,7,5,5,9,N,Adjacent to parking lot. Not a part of the Lemon Hill Mansion Premises.,152.06640625,50.8497502086471
122,Samuel Rose Recreation Center,Samuel Rose Recreation Center,Samuel Rose Recreation Center,Rose Rec Center, ,1455,1225 N 75TH ST,19151, ,"7500 LANSDOWNE AVE, 75th & Lansdowne;7401 LANSDOWNE AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,0,8,8,4,19,Y,Located in Cobbs Creek Park,481.328125,117.591997748257
123,Batting Cage Shelter,Cobbs Creek Golf Club, , , ,1457,7900 CITY AVE,19151,7800 CITY AVE,"7800 CITY AVE, 7400 LANSDOWNE AVE",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,8,8,4,19,N,Located within Cobbs Creek Park. Pitching Machine Shelter. GC Renovations started 11/1/20.,152.36328125,53.920677234533
124,Driving Range Building,Cobbs Creek Golf Club, , , ,999,7900 CITY AVE,19151,7800 CITY AVE,"7800 CITY AVE, 7400 LANSDOWNE AVE",BUILDING,GOLF,N,CONDITIONAL,2,0,8,8,4,19,N,Located within Cobbs Creek Park. Driving Range Platform and Sales Building. GC Renovations started 11/1/20.,712.53125,117.704986965875
125,Charles A Papa Recreation Center,Charles A Papa Playground,Charles A Papa Recreation Center,Papa Rec Center,Morris Park,1273,6839 LANSDOWNE AVE,19151, ,68th St & Lansdowne Ave,BUILDING,RECREATION_BUILDING,N,PUBLIC,0,2500,8,8,4,19,Y,Located in Morris Park,590.28125,105.75217808088
126,Fishtown Hockey Rink,Fishtown Recreation Center, ,Fishtown Rink,Lederer Recreation Center,1459,1222 E MONTGOMERY AVE,19125,1202-32 E MONTGOMERY AVE,1202-32 E MONTGOMERY AVE,STRUCTURE,ATHLETIC, ,PUBLIC,1,0,5,2,5,26,N, ,1448.0625,155.853981933999
127,Fishtown Recreation Center,Fishtown Recreation Center,Fishtown Recreation Center,Fishtown Rec Center,Lederer Recreation Center,1000,1222 E MONTGOMERY AVE,19125,1202-32 E MONTGOMERY AVE,1202-32 E MONTGOMERY AVE,BUILDING,RECREATION_BUILDING, ,PUBLIC,1,8979,5,2,5,26,Y, ,1801.25,205.503481741357
128,Hancock Recreation Center,Hancock Playground,Hancock Recreation Center,Hancock Rec Center,St John's,1001,1403 N HANCOCK ST,19122,147 MASTER ST,"147 MASTER ST, Jefferson & Hancock;160 JEFFERSON ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1203,10,2,5,26,Y, ,314.078125,73.0435548609628
129,Narcissa S Cruz Recreation Center (North),Narcissa S Cruz Recreation Center,Narcissa S. Cruz Recreation Center,Cruz Rec Center,Manila Park,3015,1401 N 06TH ST,19122,1400-52 N 5TH ST,"1400-52 N 05TH ST;1431 N 06TH ST;6th & Master;1405 N 05TH St;575 MASTER ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,2667,10,2,7,26,Y,Adjacent to Pool Area,981.21875,130.011318412891
130,Sedgeley Porters House,East Fairmount Park,Sedgeley Porter's House,Sedgeley Porter's House,,1002,3215 SEDGELEY DR,19130,2500 SPRING GARDEN ST,"3250 W SEDGELEY DR;2500 SPRING GARDEN ST",BUILDING,OFFICE,Y,CONDITIONAL,2,3280,7,5,5,9,N, ,301.515625,93.5117824762329
131,Conestoga Community Recreation Center,Conestoga Community Playground,Conestoga Community Recreation Center,Conestoga Rec Center, ,1003,5300 MEDIA ST,19131,1452 N 53RD ST,"5200-300 MEDIA ST, 5200 MEDIA ST, 1452 N 53RD ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,1220,8,8,3,19,Y,"PPR originally leased from School District in 1954 and 1972, PPR and City officially acquired the properties in 2014.",273.79296875,66.1879268705367
132,Letitia Street House,West Fairmount Park,,Letitia St House, ,1004,3495 W GIRARD AVE,19131,3400 W GIRARD AVE,"3400 W GIRARD AVE;34th & Girard",BUILDING,OFFICE,Y,STAFF_ONLY,3,1680,7,5,4,16,N,Origiannly built around 1713 and relocated to site on 1883.,133.67578125,47.8779189899826
133,Hatfield House,East Fairmount Park,Hatfield House,Hatfield House, ,1005,3201 W GIRARD AVE,19121,3301 W GIRARD AVE,33rd & Girard,BUILDING,OFFICE,Y,PUBLIC,4,9280,7,5,5,22,N, ,305.328125,72.6558751498164
134,Sweetbriar Mansion,West Fairmount Park, ,Sweetbriar Mansion,Peterstone,1006,3805 SWEETBRIAR LN,19131,3401 W GIRARD AVE,"3801 SWEETBRIAR LN;3801 Lansdowne Ave;3823 SWEETBRIAR LN;3401 W GIRARD AVE;1 SWEETBRIAR DR",BUILDING,MUSEUM,Y,CONDITIONAL,5,9625,7,5,4,16,N, ,369.4140625,77.8776040356111
135,Marie Dendy Recreation Center,Marie Dendy Recreation Center,Marie Dendy Recreation Center,Dendy Rec Center,Schwartz,859,1591 N 10TH ST,19122,1501-39 N 10TH ST,"1501-39 N 10TH ST;10th & Oxford;1515 N 10TH ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,1,2252,10,6,5,26,Y, ,468.12109375,88.3589410306549
136,Community and Special Events Building,West Fairmount Park,,CASE Building,"Cultural & Special Events;Golden Age",1007,4500 AVENUE OF THE REPUBLIC,19131,3401 W GIRARD AVE,"4400 S CONCOURSE DR;4301 PARKSIDE AVE;3401 W GIRARD AVE",BUILDING,OFFICE, ,STAFF_ONLY,3,7200,7,5,4,16,N,Located south of the Carousel House Recreation Center. Currently occupied by various PPR Divisions.,642.96484375,115.568614822536
137,Carousel House Recreation Center,Carousel House Recreation Center,Carousel House Recreation Center,Carousel Rec Center,Recreation District HQ,1008,4300 AVENUE OF THE REPUBLIC,19131, ,"1601 BELMONT AVE, 1701 Belmont Ave, 1701-15 BELMONT AVE",BUILDING,RECREATION_BUILDING,N,STAFF_ONLY,0,20000,7,5,4,16,Y,"Located in West Fairmount Park; Currently closed.",4095.34765625,227.07374265067
138,Cedar Grove,West Fairmount Park,Cedar Grove,Cedar Grove, ,1009,4051 CEDAR GROVE DR,19131,3401 W GIRARD AVE,"4001 LANSDOWNE DR;1 Cedar Grove Dr;3401 W GIRARD AVE",BUILDING,MUSEUM,Y,CONDITIONAL,4,6232,7,5,4,16,N,Cedar Grove Historic House Premises,442.91015625,93.8768620995402
139,Dan Shissler Recreation Center,Dan Shissler Recreation Center,Dan Shissler Recreation Center,Shissler Rec Center,Kensington Recreation Center,1010,1826 BLAIR ST,19125,1800-56 BLAIR ST,"1800-56 BLAIR ST, 1800 BLAIR ST; Blair & Berks",BUILDING,RECREATION_BUILDING, ,PUBLIC,0,18000,5,2,7,26,Y, ,2179.44921875,216.572736140866
140,Memorial Hall,West Fairmount Park,Memorial Hall,Memorial Hall,Please Touch Museum,1012,4245 AVENUE OF THE REPUBLIC,19131,4201 AVE OF THE REP AVE,"4231 N CONCOURSE DR, Avenue of the Republic",BUILDING,MUSEUM,Y,CONDITIONAL,3,75314,7,5,4,16,N, ,13640.84765625,607.803043133427
141,33rd and Oxford Driving Range Storage,33rd and Oxford Driving Range, , ,"Strawberry Green Driving Range;33rd St Driving Range",1464,3300 RESERVOIR DR,19121,2500 SPRING GARDEN ST,2500 SPRING GARDEN ST,BUILDING,OPERATIONS,N,STAFF_ONLY,0,0,7,5,4,22,N,Located in East Farimount Park. Storage building.,120.3984375,44.5964118809349
142,Michael J Towey Recreation Center,Michael J Towey Playground,Michael J. Towey Recreation Center,Towey Rec Center, ,646,1866 N HOWARD ST,19122,"1832-50 N HOWARD ST, 144 W BERKS ST","1832-50 N HOWARD ST;1832 N HOWARD ST;144 W BERKS;Masher & Berks;1876 N HOWARD ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,8312,10,6,7,26,Y, ,1442.74609375,156.022533709263
143,Tugboat House at Belmont Landing,West Fairmount Park, ,Tugboat House,Philadelphia Adaptive Rowing,1281,1445 MARTIN LUTHER KING DR,19131,3401 W GIRARD AVE,1399 WEST RIVER DR,BUILDING,OPERATIONS, ,CONDITIONAL,1,0,7,5,4,16,N, ,212.515625,58.6404217714105
144,33rd and Oxford Driving Range Restrooms,33rd and Oxford Driving Range, , ,"Strawberry Green Driving Range;33rd St Driving Range",1467,3300 RESERVOIR DR,19121,2500 SPRING GARDEN ST,2500 SPRING GARDEN ST,BUILDING,COMFORT_STATION,N,CONDITIONAL,0,0,7,5,4,22,N,Located in East Farimount Park.,31.82421875,23.3124409700077
145,Ernest L Tustin Recreation Center,Ernest L Tustin Recreation Center,Ernest L. Tustin Recreation Center,Tustin Rec Center, ,229,1951 N 60TH ST,19151,5901-29 W COLUMBIA AVE,"5901-29 W COLUMBIA AVE, 59th & Lancaster;5999 W COLUMBIA AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,2,5107,8,8,4,19,Y, ,547.7578125,123.691457424686
146,33rd and Oxford Driving Range Trailer,33rd and Oxford Driving Range, , ,"Strawberry Green Driving Range;33rd St Driving Range",1294,3300 RESERVOIR DR,19121,2500 SPRING GARDEN ST,2500 SPRING GARDEN ST,STRUCTURE,CONCESSIONS,N,CONDITIONAL,0,0,7,5,4,22,N,Located in East Farimount Park.,48.52734375,32.8455773616059
147,Japanese House Tool Shed,Fairmount Park Horticulture Center, , ,"Japanese House and Garden;Pine Breeze Villa and Shofuso",1469,4301 LANSDOWNE DR,19131,3401 W GIRARD AVE,"Lansdowne Dr & Horticultural Dr;3401 W GIRARD AVE",BUILDING,OPERATIONS,,STAFF_ONLY,1,0,7,5,4,16,N,"Located in West Fairmount Park; Renovated in 2016",23.3984375,19.3515610932431
148,Japanese House,Fairmount Park Horticulture Center,Shofuso Japanese House,Japanese House,"Japanese House and Garden;Pine Breeze Villa and Shofuso",1013,4301 LANSDOWNE DR,19131,3401 W GIRARD AVE,"Lansdowne Dr & Horticultural Dr;3401 W GIRARD AVE",BUILDING,MUSEUM,Y,CONDITIONAL,1,3900,7,5,4,16,N,"Located in West Fairmount Park; Renovated in 2016",597.03125,136.407627431331
149,Japanese House Ticket Window,Fairmount Park Horticulture Center, , ,"Japanese House and Garden;Pine Breeze Villa and Shofuso",1470,4301 LANSDOWNE DR,19131,3401 W GIRARD AVE,"Lansdowne Dr & Horticultural Dr;3401 W GIRARD AVE",BUILDING,CONCESSIONS,N,STAFF_ONLY,1,0,7,5,4,16,N,"Located in West Fairmount Park; Renovated in 2016",36.55859375,25.5341682284357
150,Dr Martin Luther King Jr Recreation Center,Dr Martin Luther King Jr Recreation Center,"Dr. Martin Luther King, Jr. Recreation Center",King Rec Center, ,840,2101 W CECIL B MOORE AVE,19121,2101-35 CECIL B MOORE AVE,2101-35 CECIL B MOORE AVE,BUILDING,RECREATION_BUILDING,N,PUBLIC,2,39332,6,6,5,22,Y,Building address should be changed to 2171 for bldg entrance,4332.1796875,317.455086242702
151,Parkside Evans Recreation Center,Parkside Evans Recreation Center,Parkside Evans Recreation Center,Parkside Evans Rec Center, ,1279,5271 PARKSIDE AVE,19131, ,"5300 PARKSIDE AVE, 5301 PARKSIDE AVE",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,1912,7,5,4,19,Y,Located in West Fairmount Park,292.35546875,77.8628227846277
152,Smith Memorial Playhouse,Smith Memorial Playground and Playhouse, ,Smith Memorial Playhouse, ,1297,3418 SMITH MEMORIAL DR,19121, ,"3500 RESERVOIR DR, 33rd & Oxford",BUILDING,RECREATION_BUILDING,Y,PUBLIC,0,0,7,5,4,22,Y,Located in East Fairmount Park,1466.81640625,154.473648840835
